,,,,,,,,,,,
,1,111,110,115,97,79,95,85,111,103,94
,2,84,83,79,78,69,74,96,134,175,128
,3,107,119,127,126,87,93,76,99,66,100
,4,110,99,110,111,109,127,134,71,113,16
,5,95,111,115,105,113,108,134,100,97,22
,6,72,84,94,93,92,126,118,122,119,80
,7,110,116,96,107,78,88,78,93,122,112
,8,105,114,121,130,146,116,131,82,55,0
,9,75,76,77,67,67,60,73,97,117,291
,10,97,100,107,103,102,117,94,103,56,121
,11,90,91,94,103,93,78,80,81,99,191
,12,71,66,77,71,76,87,75,111,73,293
,13,92,94,89,92,106,86,98,114,105,124
,14,103,107,115,119,128,104,93,111,52,68
,15,151,147,126,115,109,92,117,88,55,0
,16,97,98,87,91,111,124,105,127,86,74
,17,106,103,93,128,99,103,126,129,81,32
,18,119,106,113,99,105,105,98,73,46,136
,19,69,70,67,72,103,119,127,86,89,198
,20,123,119,125,143,109,123,91,64,75,28
,21,80,79,79,92,88,100,99,116,168,99
,22,147,133,124,127,126,110,121,86,26,0
,23,89,99,101,94,106,109,144,99,114,45
,24,115,107,113,98,121,105,100,99,68,74
,25,79,86,83,95,104,127,129,139,113,45
,26,102,102,106,122,107,93,93,125,105,45
,27,79,86,74,73,68,54,69,139,128,230
,28,76,83,90,93,110,98,104,84,86,176
,29,93,86,79,85,69,99,82,147,121,139
,30,107,105,116,100,125,109,96,105,65,72
,31,74,82,92,88,86,83,72,110,181,132
,32,124,102,95,84,73,73,113,63,178,95
,33,132,129,139,122,109,109,82,70,81,27
,34,98,96,84,100,87,116,100,117,113,89
,35,161,145,127,106,123,93,65,74,85,21
,36,114,114,124,102,90,80,118,105,84,69
,37,64,65,68,70,91,103,154,126,153,106
,38,94,92,90,91,101,95,71,80,94,192
,39,131,137,120,119,119,103,86,92,93,0
,40,122,126,128,125,122,74,72,75,108,48
,41,112,104,101,99,108,106,125,106,108,31
,42,93,110,102,109,129,111,104,95,99,48
,43,90,110,101,117,89,123,103,92,122,53
,44,74,72,76,71,88,107,109,125,131,147
,45,130,120,127,146,152,122,51,27,26,99
,46,71,80,87,81,72,70,82,84,97,276
,47,108,100,89,87,76,71,84,91,122,172
,48,84,82,87,87,96,104,92,96,93,179
,49,86,85,86,101,109,118,117,110,96,92
,50,84,70,85,66,75,110,134,127,158,91
