,,,,,,,,,,,
,1,113,93,115,107,120,106,98,94,72,82
,2,92,114,102,120,115,111,88,104,60,94
,3,106,93,123,95,140,77,122,92,72,80
,4,98,101,109,109,124,93,111,103,57,95
,5,119,86,124,101,132,79,125,89,71,74
,6,116,89,112,113,123,88,107,107,59,86
,7,127,81,120,104,132,79,116,95,71,75
,8,98,110,106,118,109,102,99,112,63,83
,9,106,101,115,109,118,91,110,90,85,75
,10,92,115,109,115,100,109,99,101,73,87
,11,105,100,124,101,114,94,114,90,84,74
,12,91,114,108,117,102,106,100,104,77,81
,13,95,100,122,91,128,89,117,96,85,77
,14,80,115,103,110,109,108,112,101,81,81
,15,91,104,114,94,125,102,118,86,96,70
,16,82,113,93,115,107,120,106,98,94,72
,17,94,92,114,102,120,115,111,88,104,60
,18,80,106,93,123,95,140,77,122,92,72
,19,95,98,101,109,109,124,93,111,103,57
,20,74,119,86,124,101,132,79,125,89,71
,21,86,116,89,112,113,123,88,107,107,59
,22,75,127,81,120,104,132,79,116,95,71
,23,83,98,110,106,118,109,102,99,112,63
,24,75,106,101,115,109,118,91,110,90,85
,25,87,92,115,109,115,100,109,99,101,73
,26,74,105,100,124,101,114,94,114,90,84
,27,81,91,114,108,117,102,106,100,104,77
,28,77,95,100,122,91,128,89,117,96,85
,29,81,80,115,103,110,109,108,112,101,81
,30,70,91,104,114,94,125,102,118,86,96
,31,72,82,113,93,115,107,120,106,98,94
,32,60,94,92,114,102,120,115,111,88,104
,33,72,80,106,93,123,95,140,77,122,92
,34,57,95,98,101,109,109,124,93,111,103
,35,71,74,119,86,124,101,132,79,125,89
,36,59,86,116,89,112,113,123,88,107,107
,37,71,75,127,81,120,104,132,79,116,95
,38,63,83,98,110,106,118,109,102,99,112
,39,85,75,106,101,115,109,118,91,110,90
,40,73,87,92,115,109,115,100,109,99,101
,41,84,74,105,100,124,101,114,94,114,90
,42,77,81,91,114,108,117,102,106,100,104
,43,85,77,95,100,122,91,128,89,117,96
,44,81,81,80,115,103,110,109,108,112,101
,45,96,70,91,104,114,94,125,102,118,86
,46,94,72,82,113,93,115,107,120,106,98
,47,104,60,94,92,114,102,120,115,111,88
,48,92,72,80,106,93,123,95,140,77,122
,49,103,57,95,98,101,109,109,124,93,111
,50,89,71,74,119,86,124,101,132,79,125
,51,107,59,86,116,89,112,113,123,88,107
,52,95,71,75,127,81,120,104,132,79,116
,53,112,63,83,98,110,106,118,109,102,99
,54,90,85,75,106,101,115,109,118,91,110
,55,101,73,87,92,115,109,115,100,109,99
,56,90,84,74,105,100,124,101,114,94,114
,57,104,77,81,91,114,108,117,102,106,100
,58,96,85,77,95,100,122,91,128,89,117
,59,101,81,81,80,115,103,110,109,108,112
,60,86,96,70,91,104,114,94,125,102,118
,61,98,94,72,82,113,93,115,107,120,106
,62,88,104,60,94,92,114,102,120,115,111
,63,122,92,72,80,106,93,123,95,140,77
,64,111,103,57,95,98,101,109,109,124,93
,65,125,89,71,74,119,86,124,101,132,79
,66,107,107,59,86,116,89,112,113,123,88
,67,116,95,71,75,127,81,120,104,132,79
,68,99,112,63,83,98,110,106,118,109,102
,69,110,90,85,75,106,101,115,109,118,91
,70,99,101,73,87,92,115,109,115,100,109
,71,114,90,84,74,105,100,124,101,114,94
,72,100,104,77,81,91,114,108,117,102,106
,73,117,96,85,77,95,100,122,91,128,89
,74,112,101,81,81,80,115,103,110,109,108
,75,118,86,96,70,91,104,114,94,125,102
,76,106,98,94,72,82,113,93,115,107,120
,77,111,88,104,60,94,92,114,102,120,115
,78,77,122,92,72,80,106,93,123,95,140
,79,93,111,103,57,95,98,101,109,109,124
,80,79,125,89,71,74,119,86,124,101,132
,81,88,107,107,59,86,116,89,112,113,123
,82,79,116,95,71,75,127,81,120,104,132
,83,102,99,112,63,83,98,110,106,118,109
,84,91,110,90,85,75,106,101,115,109,118
,85,109,99,101,73,87,92,115,109,115,100
,86,94,114,90,84,74,105,100,124,101,114
,87,106,100,104,77,81,91,114,108,117,102
,88,89,117,96,85,77,95,100,122,91,128
,89,108,112,101,81,81,80,115,103,110,109
,90,102,118,86,96,70,91,104,114,94,125
,91,120,106,98,94,72,82,113,93,115,107
,92,115,111,88,104,60,94,92,114,102,120
,93,140,77,122,92,72,80,106,93,123,95
,94,124,93,111,103,57,95,98,101,109,109
,95,132,79,125,89,71,74,119,86,124,101
,96,123,88,107,107,59,86,116,89,112,113
,97,132,79,116,95,71,75,127,81,120,104
,98,109,102,99,112,63,83,98,110,106,118
,99,118,91,110,90,85,75,106,101,115,109
,100,100,109,99,101,73,87,92,115,109,115
,101,114,94,114,90,84,74,105,100,124,101
,102,102,106,100,104,77,81,91,114,108,117
,103,128,89,117,96,85,77,95,100,122,91
,104,109,108,112,101,81,81,80,115,103,110
,105,125,102,118,86,96,70,91,104,114,94
,106,107,120,106,98,94,72,82,113,93,115
,107,120,115,111,88,104,60,94,92,114,102
,108,95,140,77,122,92,72,80,106,93,123
,109,109,124,93,111,103,57,95,98,101,109
,110,101,132,79,125,89,71,74,119,86,124
,111,113,123,88,107,107,59,86,116,89,112
,112,104,132,79,116,95,71,75,127,81,120
,113,118,109,102,99,112,63,83,98,110,106
,114,109,118,91,110,90,85,75,106,101,115
,115,115,100,109,99,101,73,87,92,115,109
,116,101,114,94,114,90,84,74,105,100,124
,117,117,102,106,100,104,77,81,91,114,108
,118,91,128,89,117,96,85,77,95,100,122
,119,110,109,108,112,101,81,81,80,115,103
,120,94,125,102,118,86,96,70,91,104,114
,121,115,107,120,106,98,94,72,82,113,93
,122,102,120,115,111,88,104,60,94,92,114
,123,123,95,140,77,122,92,72,80,106,93
,124,109,109,124,93,111,103,57,95,98,101
,125,124,101,132,79,125,89,71,74,119,86
,126,112,113,123,88,107,107,59,86,116,89
,127,120,104,132,79,116,95,71,75,127,81
,128,106,118,109,102,99,112,63,83,98,110
,129,115,109,118,91,110,90,85,75,106,101
