,,,,,,,,,,,
,1,94,97,88,95,98,110,98,111,98,111
,2,91,103,102,103,104,96,104,96,104,97
,3,113,97,100,83,97,105,97,105,98,105
,4,104,98,108,99,98,99,98,99,98,99
,5,99,97,106,97,98,102,98,102,98,103
,6,76,110,88,102,111,97,111,97,111,97
,7,113,101,105,94,101,94,102,94,102,94
,8,107,102,98,94,103,96,103,97,103,97
,9,94,103,92,102,103,100,103,100,103,100
,10,108,98,99,101,98,100,98,100,98,100
,11,112,96,109,97,97,98,97,98,97,99
,12,105,107,68,96,108,100,108,100,108,100
,13,94,92,87,94,93,118,93,118,93,118
,14,106,85,101,100,86,116,86,117,86,117
,15,96,98,128,101,99,93,99,93,99,94
,16,85,95,103,105,95,109,95,109,95,109
,17,96,98,84,104,98,108,98,108,98,108
,18,87,85,92,112,85,123,85,123,85,123
,19,86,93,89,110,94,113,94,113,94,114
,20,95,97,85,102,98,109,98,109,98,109
,21,111,92,108,107,93,101,93,101,93,101
,22,89,92,107,92,92,114,93,114,93,114
,23,79,94,96,110,95,112,95,112,95,112
,24,120,96,116,101,97,92,97,92,97,92
,25,113,97,104,102,98,96,98,97,98,97
,26,82,95,101,103,96,110,96,110,96,111
,27,103,99,118,95,100,95,100,95,100,95
,28,83,92,77,128,92,114,93,114,93,114
,29,86,102,103,112,102,97,102,97,102,97
,30,119,99,111,100,99,91,99,91,100,91
,31,87,97,88,116,98,106,98,106,98,106
,32,106,93,117,97,93,102,94,102,94,102
,33,108,98,101,96,99,100,99,100,99,100
,34,80,103,88,101,103,106,103,106,104,106
,35,75,99,87,102,99,113,99,113,100,113
,36,109,96,124,101,97,93,97,93,97,93
,37,105,102,107,96,103,93,103,94,103,94
,38,117,107,95,93,108,88,108,88,108,88
,39,91,90,92,106,90,117,90,117,90,117
,40,110,101,122,91,101,91,101,91,101,91
,41,96,93,97,116,94,105,94,105,94,106
,42,110,105,117,96,106,84,106,85,106,85
,43,104,101,83,97,102,103,102,103,102,103
,44,115,103,96,107,104,89,104,89,104,89
,45,100,100,105,93,100,100,101,100,101,100
,46,105,101,99,93,101,99,102,99,102,99
,47,101,98,91,100,99,104,99,104,99,105
,48,104,100,99,94,101,100,101,100,101,100
,49,92,99,114,98,99,100,99,100,99,100
,50,100,98,111,125,98,90,99,90,99,90
,51,90,91,116,100,91,110,91,110,91,110
,52,96,105,95,87,105,100,106,100,106,100
,53,97,89,123,103,89,107,89,107,89,107
,54,92,102,96,101,102,101,102,101,102,101
,55,98,96,103,106,96,103,96,103,96,103
,56,92,95,93,96,95,113,95,113,95,113
,57,87,100,97,126,100,96,101,96,101,96
,58,70,101,101,101,102,107,102,107,102,107
,59,125,96,104,100,96,95,97,95,97,95
,60,109,99,110,104,100,92,100,93,100,93
,61,71,97,87,91,97,121,97,121,97,121
,62,74,101,83,93,101,115,101,115,102,115
,63,105,96,108,101,96,100,97,100,97,100
,64,97,98,116,89,99,101,99,101,99,101
,65,114,101,115,103,102,87,102,87,102,87
,66,111,89,102,103,90,108,90,108,90,109
,67,115,98,92,83,99,105,99,105,99,105
,68,122,100,107,90,101,92,101,93,101,93
,69,90,105,99,85,106,101,106,101,106,101
,70,118,105,91,90,106,92,106,93,106,93
,71,104,111,91,104,111,85,112,85,112,85
,72,99,111,86,86,112,94,112,94,112,94
,73,92,99,95,102,100,104,100,104,100,104
,74,99,90,103,99,90,113,90,113,90,113
,75,103,104,105,100,105,91,105,91,105,91
,76,78,92,100,113,93,112,93,113,93,113
,77,121,100,84,89,100,102,100,102,100,102
,78,113,103,133,102,103,80,103,80,103,80
,79,107,87,96,104,88,114,88,114,88,114
,80,120,103,112,85,103,90,103,90,104,90
,81,92,95,120,105,95,101,95,101,95,101
,82,98,107,103,105,107,88,108,88,108,88
,83,81,92,100,130,92,107,92,107,92,107
,84,122,92,123,88,92,99,93,99,93,99
,85,75,108,89,107,109,98,109,98,109,98
,86,112,98,104,95,98,99,98,99,98,99
,87,99,88,92,102,88,118,88,118,89,118
,88,96,88,111,102,89,112,89,112,89,112
,89,96,109,112,82,110,90,110,90,110,91
,90,90,108,89,113,109,91,109,91,109,91
,91,109,100,117,114,101,85,101,86,101,86
,92,97,96,98,100,96,107,96,107,96,107
,93,97,101,82,106,102,102,102,103,102,103
,94,97,99,90,96,100,106,100,106,100,106
,95,91,109,85,100,110,95,110,95,110,95
,96,89,95,88,92,95,117,95,117,95,117
,97,108,107,102,86,107,92,107,92,107,92
,98,98,99,100,79,100,108,100,108,100,108
,99,121,93,109,108,93,96,94,96,94,96
,100,104,103,90,115,103,93,103,93,103,93
,101,114,87,105,100,88,110,88,110,88,110
,102,137,98,104,121,98,82,98,82,98,82
,103,103,106,101,101,107,89,107,89,107,90
,104,100,104,124,81,104,93,104,93,104,93
,105,115,101,103,111,101,89,101,89,101,89
,106,105,101,82,114,101,98,101,98,102,98
,107,89,99,103,107,99,101,100,101,100,101
,108,72,106,94,119,107,96,107,96,107,96
,109,126,101,141,86,101,81,101,81,101,81
,110,94,94,104,105,95,106,95,106,95,106
,111,97,104,110,82,104,98,104,98,105,98
,112,97,105,116,101,105,88,106,88,106,88
,113,114,99,121,96,99,91,99,91,99,91
,114,80,100,75,103,100,114,100,114,100,114
,115,86,101,95,103,102,103,102,103,102,103
,116,99,102,86,95,103,103,103,103,103,103
,117,108,102,100,93,103,96,103,96,103,96
,118,120,100,109,98,101,90,101,90,101,90
,119,98,111,94,91,111,91,111,91,111,91
,120,88,99,98,109,99,103,99,103,99,103
,121,111,101,102,101,100,95,100,95,100,95
,122,71,98,72,127,97,113,98,113,98,113
,123,119,103,119,89,103,87,103,87,103,87
,124,109,107,98,77,107,96,107,96,107,96
