,,,,,,,,,,,
,1,123,124,102,97,84,62,107,92,113,96
,2,90,89,103,111,146,148,144,98,71,0
,3,89,87,80,96,110,143,142,77,68,108
,4,104,115,96,96,107,80,97,115,146,44
,5,119,134,134,129,133,97,90,71,93,0
,6,160,163,146,118,96,60,40,77,111,29
,7,120,132,141,149,157,144,101,56,0,0
,8,72,85,91,84,50,61,82,62,72,341
,9,101,93,99,121,132,158,134,134,28,0
,10,100,119,109,78,94,109,127,100,84,80
,11,115,138,153,129,74,68,67,72,107,77
,12,172,158,115,71,93,107,131,118,35,0
,13,33,52,66,61,90,103,139,87,133,236
,14,87,95,94,120,140,131,146,120,67,0
,15,126,144,150,118,122,106,48,58,69,59
,16,144,149,99,115,124,90,76,91,104,8
,17,96,100,125,137,148,109,127,95,63,0
,18,124,152,155,136,154,123,81,75,0,0
,19,96,114,128,139,122,114,90,125,72,0
,20,159,144,132,110,95,96,114,130,20,0
,21,48,62,78,91,102,122,172,158,167,0
,22,174,161,162,120,125,116,100,42,0,0
,23,89,81,96,102,126,133,180,133,60,0
,24,121,130,133,176,156,104,90,59,31,0
,25,123,116,116,98,93,87,136,106,125,0
,26,33,38,36,55,59,72,84,91,208,324
,27,101,111,147,146,162,147,58,49,79,0
,28,133,122,155,196,167,165,62,0,0,0
,29,133,93,120,108,129,112,140,126,39,0
,30,128,146,154,148,104,73,84,72,91,0
,31,128,127,123,111,124,98,149,105,35,0
,32,31,35,52,71,85,105,121,214,249,37
,33,54,58,70,84,102,121,138,165,151,57
,34,119,131,127,132,145,113,85,56,92,0
,35,117,131,120,114,117,166,149,73,13,0
,36,97,112,117,112,135,97,123,65,109,33
,37,113,95,96,102,104,129,100,137,104,20
,38,81,92,96,112,131,96,95,94,65,138
,39,121,117,126,106,61,116,141,100,112,0
,40,77,67,80,99,112,84,89,119,188,85
,41,145,129,113,119,137,108,126,78,45,0
,42,143,132,111,112,86,92,74,55,72,123
,43,148,142,145,109,92,92,102,110,60,0
,44,65,78,93,88,90,91,89,110,213,83
,45,160,154,122,156,161,170,77,0,0,0
,46,80,84,84,120,133,136,92,113,57,101
,47,102,101,100,102,117,187,134,68,89,0
,48,97,92,101,115,120,161,121,95,98,0
,49,118,90,103,108,127,145,108,78,66,57
,50,40,36,37,64,80,96,109,138,212,188
,51,61,68,66,64,72,89,91,128,216,145
,52,94,94,104,91,95,92,95,112,182,41
,53,65,75,91,111,126,156,134,129,86,27
,54,103,92,82,96,105,92,65,129,149,87
,55,58,51,53,86,89,99,72,74,135,283
,56,51,51,64,79,82,112,126,190,173,72
,57,108,124,124,145,204,153,92,38,12,0
,58,113,126,143,168,90,73,81,123,83,0
,59,100,98,118,111,165,146,86,85,82,9
,60,167,169,135,115,164,85,80,82,3,0
,61,61,58,61,73,101,134,187,157,101,67
,62,117,104,125,102,108,89,101,68,96,90
,63,145,156,129,115,100,94,41,67,70,83
,64,103,106,84,99,101,140,122,159,86,0
,65,95,92,96,129,129,135,121,147,56,0
,66,120,112,97,95,110,132,124,183,27,0
,67,81,83,79,97,93,130,152,154,88,43
,68,90,75,63,70,79,120,131,161,173,38
,69,199,179,168,134,126,93,77,24,0,0
,70,87,87,92,97,116,103,121,150,105,42
,71,104,89,104,105,97,182,184,93,42,0
,72,173,173,163,115,90,126,113,47,0,0
,73,72,68,80,53,70,105,110,153,170,119
,74,79,61,66,61,44,85,112,106,97,289
,75,31,36,46,48,54,77,152,106,123,327
,76,47,55,61,66,84,63,80,54,103,387
,77,113,123,112,84,82,128,165,167,26,0
,78,65,74,83,92,92,111,111,132,231,9
,79,147,154,162,129,85,88,66,64,56,49
,80,48,53,66,73,75,75,131,188,182,109
,81,33,37,38,40,68,59,70,108,209,338
,82,147,144,142,126,109,104,112,101,15,0
,83,62,66,35,23,17,11,30,57,94,605
,84,101,111,123,101,92,116,91,123,142,0
,85,99,97,103,74,105,119,143,145,115,0
,86,114,124,139,115,83,149,114,53,106,3
,87,119,86,66,78,85,118,117,169,129,33
,88,92,89,87,82,67,112,125,116,84,146
,89,168,180,171,176,124,97,81,3,0,0
,90,69,70,78,87,63,76,72,59,86,340
,91,100,104,119,141,108,77,125,122,104,0
,92,35,37,38,29,25,26,60,56,106,588
,93,32,34,39,40,56,88,82,115,205,309
,94,133,119,141,129,107,125,124,109,13,0
,95,122,114,128,124,108,138,146,92,28,0
,96,88,86,119,115,117,77,70,124,168,36
,97,77,83,95,99,87,96,161,174,128,0
,98,105,67,89,101,95,43,54,113,242,91
,99,90,90,50,55,41,97,96,151,208,122
,100,109,131,140,126,86,97,113,117,75,6
,101,69,60,60,69,48,58,113,139,227,157
,102,128,143,153,154,95,148,100,64,15,0
,103,139,114,97,116,150,69,55,89,171,0
,104,63,65,59,56,40,79,81,171,176,210
,105,116,113,93,97,119,99,90,111,136,26
,106,104,97,102,76,89,53,65,74,102,238
,107,101,84,83,94,79,106,124,132,124,73
,108,157,113,124,142,140,75,89,138,22,0
,109,93,92,81,91,104,106,138,187,108,0
,110,60,71,74,102,93,62,87,100,137,214
,111,76,85,98,100,87,88,106,121,236,3
,112,45,51,59,75,66,59,39,88,234,284
,113,118,117,117,96,82,67,84,116,155,48
,114,143,159,138,160,193,140,44,23,0,0
,115,106,87,63,43,46,37,39,81,207,291
,116,108,116,107,92,118,59,95,88,182,35
,117,103,105,82,89,104,83,45,72,185,132
,118,156,158,149,121,131,113,83,84,5,0
,119,179,178,115,86,51,64,46,62,97,122
,120,128,137,134,120,60,76,83,126,136,0
,121,111,125,122,141,106,143,123,100,29,0
,122,163,146,101,85,81,96,87,42,167,32
,123,77,84,98,100,109,103,73,96,120,140
,124,30,34,37,53,69,68,72,128,166,343
,125,33,37,43,21,34,32,44,54,194,508
,126,58,52,50,72,88,63,96,119,251,151
,127,140,91,102,130,102,78,99,106,152,0
,128,77,93,99,79,85,92,81,133,237,24
,129,16,16,1,0,0,0,0,0,39,928
,130,65,67,83,81,79,109,72,142,140,162
,131,94,72,56,58,62,27,47,62,50,472
,132,125,123,138,159,185,160,78,13,6,13
,133,125,128,122,118,95,48,43,9,4,308
,134,61,52,57,81,82,96,130,155,147,139
,135,98,103,106,118,123,136,171,109,31,5
,136,101,118,117,69,79,99,100,110,113,94
,137,145,140,156,146,145,119,132,16,0,1
,138,32,37,46,45,40,35,50,62,111,542
,139,95,104,112,124,89,50,49,71,99,207
,140,87,69,81,88,112,163,120,114,112,54
,141,90,79,68,57,70,68,77,151,52,288
