,,,,,,,,,,,
,1,109,99,126,92,75,79,130,83,102,105
,2,76,132,81,137,55,99,93,120,64,143
,3,133,70,143,88,104,53,139,68,116,86
,4,98,105,94,137,75,82,94,113,89,113
,5,146,68,131,94,118,49,127,82,120,65
,6,105,109,99,126,92,75,79,130,83,102
,7,143,76,132,81,137,55,99,93,120,64
,8,86,133,70,143,88,104,53,139,68,116
,9,113,98,105,94,137,75,82,94,113,89
,10,65,146,68,131,94,118,49,127,82,120
,11,102,105,109,99,126,92,75,79,130,83
,12,64,143,76,132,81,137,55,99,93,120
,13,116,86,133,70,143,88,104,53,139,68
,14,89,113,98,105,94,137,75,82,94,113
,15,120,65,146,68,131,94,118,49,127,82
,16,83,102,105,109,99,126,92,75,79,130
,17,120,64,143,76,132,81,137,55,99,93
,18,68,116,86,133,70,143,88,104,53,139
,19,113,89,113,98,105,94,137,75,82,94
,20,82,120,65,146,68,131,94,118,49,127
,21,130,83,102,105,109,99,126,92,75,79
,22,93,120,64,143,76,132,81,137,55,99
,23,139,68,116,86,133,70,143,88,104,53
,24,94,113,89,113,98,105,94,137,75,82
,25,127,82,120,65,146,68,131,94,118,49
,26,79,130,83,102,105,109,99,126,92,75
,27,99,93,120,64,143,76,132,81,137,55
,28,53,139,68,116,86,133,70,143,88,104
,29,82,94,113,89,113,98,105,94,137,75
,30,49,127,82,120,65,146,68,131,94,118
,31,75,79,130,83,102,105,109,99,126,92
,32,55,99,93,120,64,143,76,132,81,137
,33,104,53,139,68,116,86,133,70,143,88
,34,75,82,94,113,89,113,98,105,94,137
,35,118,49,127,82,120,65,146,68,131,94
,36,92,75,79,130,83,102,105,109,99,126
,37,137,55,99,93,120,64,143,76,132,81
,38,88,104,53,139,68,116,86,133,70,143
,39,137,75,82,94,113,89,113,98,105,94
,40,94,118,49,127,82,120,65,146,68,131
,41,126,92,75,79,130,83,102,105,109,99
,42,81,137,55,99,93,120,64,143,76,132
,43,143,88,104,53,139,68,116,86,133,70
,44,94,137,75,82,94,113,89,113,98,105
,45,131,94,118,49,127,82,120,65,146,68
,46,99,126,92,75,79,130,83,102,105,109
,47,132,81,137,55,99,93,120,64,143,76
,48,70,143,88,104,53,139,68,116,86,133
,49,105,94,137,75,82,94,113,89,113,98
,50,68,131,94,118,49,127,82,120,65,146
